0,0,222
0,0,262
0,0,290
0,0,297
0,0,322
0,0,345
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
0,0,369
2,26,369
2,26,369
2,26,369
2,26,369
2,34,369
5,36,369
5,36,369
5,38,369
5,38,369
28,49,369
52,51,369
52,51,369
53,52,369
53,52,369
53,52,369
57,57,369
57,64,369
57,64,369
57,64,369
57,64,369
57,64,369
58,67,369
58,69,369
58,69,369
80,69,369
80,69,369
80,69,369
80,71,369
80,71,369
80,74,369
80,74,369
82,103,369
82,107,369
83,110,369
84,113,369
84,113,369
84,113,369
84,115,369
84,115,369
84,115,369
84,115,369
86,118,369
86,119,370
87,130,370
87,130,392
87,132,392
88,134,392
88,134,395
88,135,396
88,135,396
88,135,397
88,135,402
90,139,405
90,141,406
90,141,407
90,141,408
90,167,408
90,168,412
90,168,413
90,169,414
90,172,414
91,196,414
91,196,415
91,196,416
91,196,422
91,226,422
91,248,422
92,252,422
92,253,422
92,253,424
115,259,424
115,259,424
115,281,424
115,284,447
115,284,447
116,286,450
118,308,450
120,309,451
120,309,451
120,309,451
121,315,452
121,315,452
122,344,452
126,347,452
126,348,452
127,350,454
127,350,454
127,350,454
127,350,456
127,351,456
130,352,457
130,352,457
130,352,457
130,352,457
130,353,457
130,353,457
130,353,457
130,353,457
130,353,483
130,353,484
130,353,484
130,353,484
130,353,484
130,353,484
130,353,506
131,353,506
131,353,506
131,353,511
131,354,511
131,355,512
131,377,512
131,377,512
131,377,512
131,377,512
131,378,534
131,378,537
131,379,539
131,379,540
132,379,541
132,382,542
132,383,542
132,383,542
132,384,547
132,385,548
132,385,549
132,385,551
132,385,553
132,385,553
132,385,553
132,385,553
134,386,553
134,386,554
134,386,554
136,386,554
136,386,554
136,386,554
136,389,555
138,389,555
138,389,555
138,389,555
138,389,555
138,389,555
138,390,555
138,390,555
138,391,555
138,391,555
138,393,555
138,394,555
138,396,555
138,396,555
138,396,555
138,396,557
138,396,579
138,397,579
138,397,579
138,398,579
140,398,580
140,398,580
140,398,581
141,400,581
141,401,581
141,402,581
141,402,584
141,403,584
141,425,584
141,425,584
142,447,584
164,449,584
164,450,584
164,450,584
164,450,584
164,450,584
164,450,584
164,451,584
164,474,584
164,474,584
164,475,584
164,476,584
164,477,584
164,477,584
164,479,584
164,479,584
164,479,584
165,479,584
165,479,584
165,481,584
165,481,584
165,481,585
165,481,585
165,481,585
165,483,585
165,483,585
165,483,585
165,483,585
165,483,585
165,483,585
165,483,585
165,484,586
165,487,586
165,487,586
165,488,586
167,510,587
167,510,587
167,510,587
167,510,588
167,510,588
167,510,588
167,511,610
167,511,611
167,511,612
167,511,612
167,511,612
168,511,612
169,513,612
169,513,612
169,513,613
169,513,613
169,513,613
169,513,613
169,513,613
169,513,614
169,513,614
169,513,615
169,514,615
169,514,615
169,514,616
169,514,616
169,514,617
169,514,617
169,514,617
169,514,617
169,514,617
169,514,617
191,514,617
191,514,617
191,514,617
191,514,617
191,514,617
191,514,617
191,514,617
191,514,618
191,515,618
191,516,618
191,516,618
191,516,619
191,516,641
191,516,641
191,516,641
191,516,641
191,517,641
191,517,641
191,517,641
191,517,641
191,517,641
191,517,641
191,517,641
191,517,641
191,518,641
191,518,641
191,518,641
191,518,641
191,518,641
191,519,641
191,519,641
191,519,643
191,519,644
191,519,644
191,519,644
191,519,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,541,644
191,542,644
191,542,644
191,542,644
191,542,644
191,542,645
191,544,645
191,545,646
191,545,646
191,545,646
191,546,646
191,546,646
191,546,646
191,546,647
191,546,647
191,547,647
191,547,647
191,547,647
191,547,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,647
192,548,648
192,548,648
192,548,648
192,548,648
192,548,648
192,548,648
192,548,648
192,548,648
192,548,648
193,548,648
193,548,648
193,548,648
193,549,648
193,549,648
193,549,648
193,549,648
193,549,648
193,549,648
193,549,649
193,549,649
193,549,649
193,549,649
193,549,650
193,549,651
193,549,651
193,549,651
193,549,651
193,549,651
193,549,652
193,549,652
193,549,652
193,549,652
193,549,653
193,549,653
193,549,653
193,549,653
193,549,653
193,549,653
193,549,653
193,551,653
193,551,653
